,id,symbol,name,image,current_price,market_cap,fully_diluted_valuation,total_volume,circulating_supply,total_supply,max_supply,ath,to_ATH_pct,Price_Change_24h,Price_Change_7d,Price_Change_30d,Price_Change_200d,Price_Change_1Y,market_cap_dominance,volume_dominance,mcap_vol_ratio,mcap_circ_ratio,id_protocols,name_protocols,symbol_protocols,gecko_id,chain,category,slug,tvl,change_1h,change_1d,change_7d,gecko_id_chains,tvl_chains,tokenSymbol,cmcId,name_chains,chainId,mcap_tvl_ratio_dapp,mcap_tvl_ratio_chain
477,frax-price-index-share,fpis,Frax Price Index Share,https://assets.coingecko.com/coins/images/24944/large/FPIS_icon.png?1679886817,2.18,40.43,218.22,0.11,18529787.13,100000000.0,100000000.0,14.2,-84.59,-4.47,-6.89,0.84,86.59,-14.11,0.0,0.0,367.55,0.19,2607,Frax FPI,FPIS,frax-price-index-share,Ethereum,Algo-Stables,frax-fpi,33.2,-0.04102899820426842,-0.3231064558096506,-0.4651577891047367,,,,,,,1.22,
478,loom-network,loomold,Loom Network (OLD),https://assets.coingecko.com/coins/images/3387/large/1_K76UVoLq-FOL7l-_Fag-Qw_2x.png?1547038040,0.0483,40.29,,0.13,833914552.0,1000000000.0,,0.772485,-93.74,-4.62,-1.99,-16.15,9.66,-10.54,0.0,0.0,309.92,0.83,,,,,,,,,,,,,,,,,,,
479,bitmex-token,bmex,BitMEX,https://assets.coingecko.com/coins/images/21831/large/bitmex-token.jpeg?1640081706,0.4006,39.96,180.28,0.11,99750000.0,450000000.0,450000000.0,1.29,-69.02,-4.86,-14.02,-19.5,-61.45,,0.0,0.0,363.27,0.22,,,,,,,,,,,,,,,,,,,
480,velas,vlx,Velas,https://assets.coingecko.com/coins/images/9651/large/logo_blue.png?1663764088,0.016,39.41,,0.86,2456821286.19,2456821286.54,,0.568966,-97.18,-10.23,25.97,-8.57,-36.58,-75.82,0.0,0.0,45.83,1.0,,,,,,,,,,,,velas,2.86,VLX,4747,Velas,106,,13.78
481,sweatcoin,sweat,Sweatcoin (Sweat Economy),https://assets.coingecko.com/coins/images/25057/large/fhD9Xs16_400x400.jpg?1649947000,0.006473,39.38,146.08,0.33,6083457420.65,22565242557.16,,0.091476,-92.92,-0.91,-2.66,-23.09,-53.95,,0.0,0.0,119.33,0.27,,,,,,,,,,,,,,,,,,,
482,flamingo-finance,flm,Flamingo Finance,https://assets.coingecko.com/coins/images/12618/large/flamingo_finance_logo.jpg?1601274535,0.0815,39.28,,2.22,480961809.3,480961809.3,,1.59,-94.86,-5.58,-0.76,-12.88,2.49,-20.64,0.0,0.0,17.69,1.0,304,Flamingo Finance,FLM,flamingo-finance,NEO,Dexes,flamingo-finance,41.79,0.07375435696108923,-1.3128897231749335,0.17401091017723047,,,,,,,0.94,
483,forta,fort,Forta,https://assets.coingecko.com/coins/images/25060/large/Forta_lgo_%281%29.png?1655353696,0.1708,39.06,171.83,1.36,227297084.56,1000000000.0,1000000000.0,0.964645,-82.02,-7.43,-5.17,-31.04,8.76,,0.0,0.0,28.72,0.23,2664,Forta,FORT,forta,Polygon,Services,forta,0.0,,,,,,,,,,,
484,uquid-coin,uqc,Uquid Coin,https://assets.coingecko.com/coins/images/1341/large/uquid-coin.png?1548759712,3.9,39.0,,1.8,10000000.0,40000000.0,,34.02,-88.54,-2.74,6.03,-0.3,-37.92,-55.03,0.0,0.0,21.67,0.25,,,,,,,,,,,,,,,,,,,
485,orchid-protocol,oxt,Orchid Protocol,https://assets.coingecko.com/coins/images/3916/large/download_%285%29.png?1576624060,0.0659,38.99,,1.13,591544728.95,1000000000.0,,1.026,-93.57,-2.72,-1.77,-16.55,-22.15,-52.11,0.0,0.0,34.5,0.59,,,,,,,,,,,,,,,,,,,
486,helio-protocol-hay,hay,Destablecoin HAY,https://assets.coingecko.com/coins/images/26947/large/HAY.png?1660984091,1.0,38.71,43.94,0.05,38762078.46,38943602.29,44000000.0,2.0,-50.01,-0.19,-0.15,-0.18,-0.26,,0.0,0.0,774.2,1.0,2038,Helio Protocol,HAY,helio-protocol-hay,Binance,CDP,helio-protocol,56.56,0.02171956933196384,-2.141078564666415,-0.1829753107633536,,,,,,,0.68,
487,qash,qash,QASH,https://assets.coingecko.com/coins/images/1220/large/qash.jpeg?1547035247,0.0473,38.61,,0.01,813106195.92,1000000000.0,,2.56,-98.15,-2.93,0.08,611.59,435.72,-18.11,0.0,0.0,3861.0,0.81,,,,,,,,,,,,,,,,,,,
488,gas,gas,Gas,https://assets.coingecko.com/coins/images/858/large/GAS_512_512.png?1594358948,2.77,38.56,,2.97,13935116.24,100000000.0,,91.94,-96.99,-3.99,-1.71,-9.72,25.91,-6.76,0.0,0.01,12.98,0.14,,,,,,,,,,,,,,,,,,,
489,level,lvl,Level,https://assets.coingecko.com/coins/images/28628/large/Token.png?1672717607,6.08,38.53,302.86,3.5,6361744.0,49721961.22,50000000.0,11.03,-44.85,-2.29,43.81,-28.93,,,0.0,0.01,11.01,0.13,,,,,,,,,,,,,,,,,,,
490,redacted,btrfly,Redacted,https://assets.coingecko.com/coins/images/26745/large/redacted_v2.jpg?1660011507,191.37,38.3,,0.1,199828.95,199828.95,,431.17,-55.45,-2.71,-10.03,-15.39,9.13,,0.0,0.0,383.0,1.0,1056,Redacted Protocol,BTRFLY,redacted,Ethereum,Yield,redacted-protocol,11.53,-0.20461807757922656,-3.243250835840655,-3.573282352674667,,,,,,,3.32,
491,bytom,btm,Bytom,https://assets.coingecko.com/coins/images/1087/large/2qNyrhUxEmnGCKi.png?1630048151,0.0212,38.28,,0.17,1796889843.75,2100000000.0,,1.16,-98.17,-1.58,2.73,-1.06,107.5,86.38,0.0,0.0,225.18,0.86,,,,,,,,,,,,,,,,,,,
492,klever,klv,Klever,https://assets.coingecko.com/coins/images/12240/large/hIonpevN_400x400.jpg?1626616001,0.00424,38.19,42.41,0.98,9004895088.38,9004895088.38,10000000000.0,0.166705,-97.46,0.02,6.97,-20.15,16.99,-78.3,0.0,0.0,38.97,1.0,,,,,,,,,,,,,,,,,,,
493,komodo,kmd,Komodo,https://assets.coingecko.com/coins/images/611/large/KMD_Mark_Color.png?1563350261,0.2776,38.16,,0.71,137624895.27,200000000.0,,11.54,-97.6,-5.29,-2.66,-13.74,52.2,14.46,0.0,0.0,53.75,0.69,,,,,,,,,,,,,,,,,,,
494,a-hunters-dream,caw,A Hunters Dream,https://assets.coingecko.com/coins/images/25130/large/x-Logo-color-10x.png?1665831216,0.0,38.06,39.86,0.53,636666666666667.0,666666666666666.0,666666666666666.0,1.6415e-07,-63.51,-4.46,-5.84,-31.82,23.13,-24.39,0.0,0.0,71.81,0.96,,,,,,,,,,,,,,,,,,,
495,electroneum,etn,Electroneum,https://assets.coingecko.com/coins/images/1109/large/electroneum.png?1547224846,0.002122,38.04,,1.64,17924015801.75,21000000000.0,,0.207854,-98.98,-2.76,-5.25,-15.43,-8.49,-46.21,0.0,0.0,23.2,0.85,,,,,,,,,,,,,,,,,,,
496,nvirworld,nvir,NvirWorld,https://assets.coingecko.com/coins/images/21359/large/Nvir_symbol.png?1639013234,0.0362,37.54,387.49,1.35,1036546414.82,10699018961.0,10700000000.0,1.67,-97.82,8.81,13.26,-20.71,85.3,-69.66,0.0,0.0,27.81,0.1,,,,,,,,,,,,,,,,,,,
497,cortex,ctxc,Cortex,https://assets.coingecko.com/coins/images/3861/large/2638.png?1523930406,0.177,37.53,,4.37,212484557.2,299792458.0,,2.39,-92.62,-4.28,5.93,-9.25,120.98,19.71,0.0,0.01,8.59,0.71,,,,,,,,,,,,,,,,,,,
498,veritaseum,veri,Veritaseum,https://assets.coingecko.com/coins/images/695/large/veritaseum.png?1547034460,17.46,37.52,,0.01,2149646.44,100000000.0,,465.93,-96.25,-9.67,-1.66,-22.37,-70.31,-44.72,0.0,0.0,3752.0,0.02,,,,,,,,,,,,,,,,,,,
499,volt-inu-2,volt,Volt Inu,https://assets.coingecko.com/coins/images/25201/large/logo200.png?1653635992,1e-06,37.37,41.41,11.82,62263131613878.4,69000000000000.0,69000000000000.0,3.43e-06,-82.45,-1.79,14.12,-39.96,-44.29,-17.65,0.0,0.02,3.16,0.9,,,,,,,,,,,,,,,,,,,
500,unizen,zcx,Unizen,https://assets.coingecko.com/coins/images/14830/large/7xjpHaG.png?1618564961,0.0631,37.21,63.07,0.51,589695815.34,999596523.94,999596523.94,7.03,-99.1,-9.49,2.21,-16.12,-7.07,-90.68,0.0,0.0,72.96,0.59,1336,Unizen,ZCX,unizen,Ethereum,Services,unizen,0.0,,,,,,,,,,,
